    39302	2020-08-24 08:05:23	1	0	15	0
    39602	2020-08-24 08:05:31	1	0	15	0
    39602	2020-08-24 08:05:33	1	0	15	0
    39405	2020-08-24 08:05:38	1	0	15	0
    39402	2020-08-24 08:05:50	1	0	15	0
    39402	2020-08-24 08:05:52	1	0	15	0
    39601	2020-08-24 08:05:59	1	0	15	0
    39601	2020-08-24 08:06:00	1	0	15	0
    39403	2020-08-24 09:02:24	1	0	15	0
    39403	2020-08-24 09:02:25	1	0	15	0
    39303	2020-08-24 09:03:41	1	0	15	0
    39303	2020-08-24 09:03:43	1	0	15	0
    39101	2020-08-24 09:07:04	1	0	15	0
    39101	2020-08-24 09:07:06	1	0	15	0
    39601	2020-08-24 16:06:29	1	0	15	0
    39601	2020-08-24 16:06:38	1	1	15	0
    39601	2020-08-24 16:06:39	1	1	15	0
    39405	2020-08-24 16:06:50	1	1	15	0
    39405	2020-08-24 16:06:51	1	1	15	0
    39405	2020-08-24 16:06:53	1	1	15	0
    39402	2020-08-24 16:08:53	1	1	15	0
    39402	2020-08-24 16:08:55	1	1	15	0
    39402	2020-08-24 16:09:04	1	1	15	0
    39402	2020-08-24 16:09:06	1	1	15	0
    39302	2020-08-24 16:44:04	1	1	15	0
    39101	2020-08-24 16:57:15	1	1	15	0
    39101	2020-08-24 16:57:17	1	1	15	0
    39403	2020-08-24 16:58:57	1	1	15	0
    39303	2020-08-24 16:59:13	1	1	15	0
    39602	2020-08-24 17:35:21	1	1	15	0
    39602	2020-08-24 17:35:22	1	1	15	0
    39405	2020-08-25 08:14:41	1	1	15	0
    39405	2020-08-25 08:14:47	1	1	15	0
    39405	2020-08-25 08:14:53	1	0	15	0
    39405	2020-08-25 08:14:55	1	0	15	0
    39601	2020-08-25 08:14:59	1	0	15	0
    39601	2020-08-25 08:15:01	1	0	15	0
    39101	2020-08-25 08:17:54	1	0	15	0
    39101	2020-08-25 08:17:56	1	0	15	0
    39402	2020-08-25 08:22:56	1	0	15	0
    39402	2020-08-25 08:22:58	1	0	15	0
    39602	2020-08-25 08:43:57	1	0	15	0
    39302	2020-08-25 08:58:44	1	0	15	0
    39302	2020-08-25 08:58:45	1	0	15	0
    39403	2020-08-25 09:06:01	1	0	15	0
    39405	2020-08-25 16:00:14	1	1	15	0
    39601	2020-08-25 16:00:42	1	1	15	0
    39601	2020-08-25 16:00:44	1	1	15	0
    39402	2020-08-25 16:07:23	1	1	15	0
    39402	2020-08-25 16:07:25	1	1	15	0
    39402	2020-08-25 16:07:28	1	1	15	0
    39403	2020-08-25 17:01:47	1	1	15	0
    39403	2020-08-25 17:01:49	1	1	15	0
    39101	2020-08-25 17:02:09	1	1	15	0
    39101	2020-08-25 17:02:12	1	1	15	0
    39302	2020-08-25 17:02:33	1	1	15	0
    39602	2020-08-25 17:35:10	1	1	15	0
    39602	2020-08-25 17:35:12	1	1	15	0
    39601	2020-08-26 06:34:24	1	0	15	0
    39601	2020-08-26 06:34:26	1	0	15	0
    39405	2020-08-26 08:17:50	1	0	15	0
    39402	2020-08-26 08:17:59	1	0	15	0
    39402	2020-08-26 08:18:02	1	0	15	0
    39101	2020-08-26 08:30:55	1	0	15	0
    39101	2020-08-26 08:30:58	1	0	15	0
    39303	2020-08-26 09:07:05	1	0	15	0
    39303	2020-08-26 09:07:08	1	0	15	0
    39403	2020-08-26 09:09:15	1	0	15	0
    39403	2020-08-26 09:09:18	1	0	15	0
    39405	2020-08-26 14:16:14	1	1	15	0
    39405	2020-08-26 14:16:16	1	1	15	0
    39402	2020-08-26 16:02:34	1	1	15	0
    39402	2020-08-26 16:02:36	1	1	15	0
    39303	2020-08-26 17:00:15	1	1	15	0
    39101	2020-08-26 17:00:49	1	1	15	0
    39101	2020-08-26 17:00:51	1	1	15	0
    39403	2020-08-26 17:00:59	1	1	15	0
    39601	2020-08-26 17:53:44	1	1	15	0
    39601	2020-08-26 17:53:46	1	1	15	0
    39402	2020-08-27 08:08:45	1	1	15	0
    39402	2020-08-27 08:08:47	1	1	15	0
    39402	2020-08-27 08:09:07	1	0	15	0
    39402	2020-08-27 08:09:09	1	0	15	0
    39601	2020-08-27 08:09:21	1	0	15	0
    39602	2020-08-27 08:21:15	1	0	15	0
    39602	2020-08-27 08:21:17	1	0	15	0
    39405	2020-08-27 08:21:22	1	0	15	0
    39405	2020-08-27 08:21:24	1	0	15	0
    39101	2020-08-27 08:32:21	1	0	15	0
    39101	2020-08-27 08:32:23	1	0	15	0
    39303	2020-08-27 09:05:53	1	0	15	0
    39303	2020-08-27 09:05:54	1	0	15	0
    39403	2020-08-27 09:14:23	1	0	15	0
    39403	2020-08-27 09:14:25	1	0	15	0
    39402	2020-08-27 16:00:37	1	0	15	0
    39402	2020-08-27 16:00:39	1	0	15	0
    39601	2020-08-27 16:01:05	1	1	15	0
    39402	2020-08-27 16:01:14	1	1	15	0
    39402	2020-08-27 16:01:16	1	1	15	0
    39405	2020-08-27 16:11:44	1	1	15	0
    39405	2020-08-27 16:11:46	1	1	15	0
    39303	2020-08-27 17:00:11	1	1	15	0
    39303	2020-08-27 17:00:13	1	1	15	0
    39403	2020-08-27 17:02:05	1	1	15	0
    39101	2020-08-27 17:03:53	1	1	15	0
    39101	2020-08-27 17:03:55	1	1	15	0
    39602	2020-08-27 17:25:44	1	1	15	0
    39405	2020-08-28 09:21:08	1	0	15	0
    39405	2020-08-28 09:21:10	1	0	15	0
    39302	2020-08-28 09:26:04	1	0	15	0
    39302	2020-08-28 09:26:06	1	0	15	0
    39302	2020-08-28 16:00:11	1	1	15	0
    39302	2020-08-28 16:00:13	1	1	15	0
    39405	2020-08-28 16:00:21	1	1	15	0
    39403	2020-08-29 09:05:15	1	1	15	0
    39303	2020-08-29 09:11:42	1	1	15	0
    39303	2020-08-29 09:11:44	1	1	15	0
    39303	2020-08-29 15:59:09	1	1	15	0
    39303	2020-08-29 15:59:10	1	1	15	0
    39403	2020-08-29 16:08:49	1	1	15	0
    39602	2020-08-29 17:11:04	1	1	15	0
    39602	2020-08-29 17:11:05	1	1	15	0
    39101	2020-08-30 07:48:48	1	0	4	0
    39101	2020-08-30 07:48:49	1	0	4	0
    39101	2020-08-30 07:48:50	1	0	4	0
    39101	2020-08-30 07:48:55	1	0	4	0
    39101	2020-08-30 07:48:56	1	0	4	0
    39301	2020-08-30 07:59:31	1	0	15	0
    39401	2020-08-30 07:59:53	1	0	15	0
    39401	2020-08-30 07:59:54	1	0	15	0
    39602	2020-08-30 08:11:41	1	0	15	0
    39602	2020-08-30 08:11:43	1	0	15	0
    39602	2020-08-30 08:11:45	1	0	15	0
    39601	2020-08-30 08:18:24	1	0	15	0
    39601	2020-08-30 08:18:26	1	0	15	0
    39101	2020-08-30 08:32:15	1	0	15	0
    39101	2020-08-30 08:32:17	1	0	15	0
    39402	2020-08-30 08:34:06	1	0	15	0
    39405	2020-08-30 08:38:46	1	0	15	0
    39403	2020-08-30 09:05:22	1	0	15	0
    39303	2020-08-30 09:11:07	1	0	15	0
    39302	2020-08-30 09:40:41	1	0	15	0
    39601	2020-08-30 16:00:16	1	1	15	0
    39601	2020-08-30 16:00:18	1	1	15	0
    39301	2020-08-30 16:08:20	1	1	15	0
    39301	2020-08-30 16:08:22	1	1	15	0
    39401	2020-08-30 16:08:32	1	1	15	0
    39401	2020-08-30 16:08:34	1	1	15	0
    39301	2020-08-30 16:08:45	1	1	15	0
    39405	2020-08-30 16:30:09	1	1	15	0
    39402	2020-08-30 16:30:12	1	1	15	0
