        1	2020-08-17 14:11:07	1	4	4	0
     9000	2020-08-17 14:11:09	1	4	4	0
     8000	2020-08-17 14:11:11	1	4	4	0
     9017	2020-08-25 11:01:20	1	0	4	0
    35101	2020-08-25 11:08:38	1	0	15	0
    35101	2020-08-25 11:08:41	1	0	15	0
    35301	2020-08-25 11:20:16	1	0	15	0
    35301	2020-08-25 11:20:17	1	0	15	0
    35301	2020-08-25 11:20:19	1	0	15	0
    35301	2020-08-25 11:20:26	1	0	15	0
    35301	2020-08-25 11:20:27	1	0	15	0
    35301	2020-08-25 11:20:46	1	0	15	0
    35301	2020-08-25 11:20:47	1	0	15	0
    35301	2020-08-25 11:20:49	1	0	15	0
    35301	2020-08-25 11:20:51	1	0	15	0
    35402	2020-08-25 11:33:17	1	0	15	0
    35301	2020-08-25 11:33:48	1	0	15	0
    35602	2020-08-25 11:33:58	1	0	15	0
    35301	2020-08-25 11:37:31	1	0	15	0
    35301	2020-08-25 11:37:33	1	0	15	0
    35603	2020-08-25 13:36:47	1	0	15	0
    35301	2020-08-25 13:37:01	1	0	15	0
    35301	2020-08-25 13:37:03	1	0	15	0
    35301	2020-08-25 13:37:42	1	0	15	0
    35603	2020-08-25 13:38:13	1	0	15	0
    35404	2020-08-25 16:07:27	1	0	15	0
    35404	2020-08-25 16:07:29	1	0	15	0
    35501	2020-08-25 16:07:37	1	0	15	0
    35501	2020-08-25 16:07:39	1	0	15	0
    35402	2020-08-25 16:09:52	1	0	15	0
    35402	2020-08-25 16:09:54	1	0	15	0
    35301	2020-08-25 16:17:24	1	0	15	0
    35301	2020-08-25 16:17:26	1	0	15	0
    35601	2020-08-25 16:34:30	1	0	15	0
    35601	2020-08-25 16:34:31	1	0	15	0
    35602	2020-08-25 17:00:02	1	0	15	0
    35602	2020-08-25 17:00:05	1	0	15	0
    35401	2020-08-25 17:00:59	1	0	15	0
    35603	2020-08-25 17:01:25	1	0	15	0
    35603	2020-08-25 17:01:27	1	0	15	0
    35602	2020-08-26 08:09:03	1	0	15	0
    35602	2020-08-26 08:09:05	1	0	15	0
    35501	2020-08-26 08:09:11	1	0	15	0
    35501	2020-08-26 08:09:13	1	0	15	0
    35603	2020-08-26 08:09:32	1	0	15	0
    35603	2020-08-26 08:09:34	1	0	15	0
    35601	2020-08-26 08:13:34	1	0	15	0
    35601	2020-08-26 08:13:36	1	0	15	0
    35401	2020-08-26 08:39:46	1	0	15	0
    35101	2020-08-26 08:44:42	1	0	15	0
    35402	2020-08-26 09:31:45	1	0	15	0
    35402	2020-08-26 09:31:47	1	0	15	0
    35301	2020-08-26 12:19:16	1	0	15	0
    35402	2020-08-26 16:00:33	1	0	15	0
    35402	2020-08-26 16:00:35	1	0	15	0
    35501	2020-08-26 16:01:39	1	0	15	0
    35501	2020-08-26 16:01:42	1	0	15	0
    35501	2020-08-26 16:01:44	1	0	15	0
    35403	2020-08-26 16:07:50	1	0	15	0
    35403	2020-08-26 16:08:01	1	0	15	0
    35401	2020-08-26 16:15:13	1	0	15	0
    35401	2020-08-26 16:15:15	1	0	15	0
    35301	2020-08-26 16:16:35	1	0	15	0
    35601	2020-08-26 16:36:35	1	0	15	0
    35601	2020-08-26 16:36:37	1	0	15	0
    35603	2020-08-26 16:44:59	1	0	15	0
    35603	2020-08-26 16:45:01	1	0	15	0
    35603	2020-08-26 16:46:05	1	0	15	0
    35603	2020-08-26 16:46:07	1	0	15	0
    35603	2020-08-26 16:58:45	1	0	15	0
    35603	2020-08-26 16:58:47	1	0	15	0
    35403	2020-08-26 16:58:54	1	0	15	0
    35403	2020-08-26 16:58:56	1	0	15	0
    35403	2020-08-26 16:58:58	1	0	15	0
    35602	2020-08-26 16:59:01	1	0	15	0
    35602	2020-08-26 16:59:03	1	0	15	0
    35101	2020-08-26 18:05:04	1	0	15	0
    35602	2020-08-27 07:44:47	1	0	15	0
    35602	2020-08-27 07:44:55	1	0	15	0
    35602	2020-08-27 07:44:57	1	0	15	0
    35404	2020-08-27 07:57:02	1	0	15	0
    35404	2020-08-27 07:57:04	1	0	15	0
    35601	2020-08-27 08:05:22	1	0	15	0
    35402	2020-08-27 08:18:49	1	0	15	0
    35402	2020-08-27 08:18:52	1	0	15	0
    35301	2020-08-27 08:28:41	1	0	15	0
    35301	2020-08-27 08:28:43	1	0	15	0
    35603	2020-08-27 08:32:29	1	0	15	0
    35603	2020-08-27 08:32:38	1	0	15	0
    35403	2020-08-27 08:54:30	1	0	15	0
    35403	2020-08-27 08:54:38	1	0	15	0
    35101	2020-08-27 09:07:38	1	0	15	0
